Date,Category,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Estimate,Value,added_datetime
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-29.828009828009822,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-29.840140040735864,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,179.16757940854325,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,179.11932137686796,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,222.0472440944882,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,222.04724409448815,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-637.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-2.672290786606972,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,-549.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-99.47895290201137,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,-131.5606060606042,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,274.5606060606042,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,1.1103797847616907,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-77.48484848484848,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.3120566205111764,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,-616.5909090909091,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,-2.485503645164786,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,769.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,3.0943013374763515,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Number,-,Actual,change from prior year,Percentage,N,0.5759394256715937,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-79.625,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-80.26559413922367,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,-2.6056003796867584,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,-17.747573989495056,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,-0.5294437943858029,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-1384.3391902216183,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-1391.175237390629,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-116.22727272727272,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-116.31364430468203,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,-145.59407534614147,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,-145.83675520210684,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,-213.61111111111111,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Individuals,Nonpriority,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-216.5065455269217,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Number,-,Actual,-,-,N,14502.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Actual,-,-,N,-33.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Percentage,-,-,N,-0.22703818369453044,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Actual,-,-,N,10051.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Percentage,-,-,N,225.8144237250056,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,-,Actual,-,-,N,14375.363636363636,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Actual,-,-,N,126.63636363636397,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Percentage,-,-,N,0.8809263322983157,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Actual,-,-,Y,-19.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Percentage,-,-,Y,-0.13217056959823942,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Actual,-,-,N,-385.45454545454544,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Percentage,-,-,N,-2.6813550961556705,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Actual,-,-,N,210.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Percentage,-,-,N,1.4693534844668346,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Actual,change from prior month,Actual,Y,284.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Percentage,change from prior month,Actual,Y,1.93781874453056,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Actual,change from prior month,Actual,Y,176.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,3.9541676027858728,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,-,Actual,change from prior month,Actual,Y,-17.469696969697907,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,193.4696969696979,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,1.3452778035166346,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,7.416666666666668,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,0.051369849823463515,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,-55.03787878787875,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,-0.38565237373594785,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Actual,change from prior month,Actual,Y,176.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Percentage,change from prior month,Actual,Y,1.2314581584102995,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Number,-,Actual,change from prior month,Percentage,Y,1.2285355298059473,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Actual,change from prior month,Percentage,Y,-89.58990536277602,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Percentage,change from prior month,Percentage,Y,-89.51255481438798,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,1.7822784810126582,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,1.7822784810126497,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,-,Actual,change from prior month,Percentage,Y,-0.12137774797432452,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,-289.48084334617874,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,-289.7111104196632,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-28.075709779179814,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-27.988303603816018,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,16.657113378424842,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,16.798881230121186,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Actual,change from prior month,Percentage,Y,517.6470588235294,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,517.6470588235294,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Actual,change from prior year,Actual,N,-210.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Percentage,change from prior year,Actual,N,-1.4583425315206173,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Actual,change from prior year,Actual,N,-742.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-61.309811443922285,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,-,Actual,change from prior year,Actual,N,-362.63636363636397,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Actual,change from prior year,Actual,N,312.63636363636397,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,2.142970028865014,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-33.75,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.23225199177221145,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,-567.1212121212121,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,-3.9139963410102414,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Actual,change from prior year,Actual,N,587.0,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Percentage,change from prior year,Actual,N,3.9946398398824683,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Number,-,Actual,change from prior year,Percentage,N,-0.34359538207806484,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Actual,change from prior year,Percentage,N,-118.64406779661016,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,prior year,Percentage,change from prior year,Percentage,N,-118.43883554016313,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Actual,change from prior year,Percentage,N,-6.874826276290189,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,-21.35306042969553,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,-,Actual,change from prior year,Percentage,N,-2.460553424049152,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-168.08406647116342,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-169.80157142694935,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-228.8135593220339,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-232.06304099924427,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,-312.1768140116764,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,-317.5292371035354,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Actual,change from prior year,Percentage,N,-155.7029177718833,2024-02-07 09:10:59.380658
2023-12-31,Nonpriority Applications,Nonpriority,Applications,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-158.1856184870169,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Number,-,Actual,-,-,N,28.414172686618507,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Actual,-,-,N,1.8613868496832247,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Percentage,-,-,N,7.010137697469056,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Actual,-,-,N,-4422.585827313382,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Percentage,-,-,N,-99.36162272103756,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,-,Actual,-,-,N,27.562495720927505,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Actual,-,-,N,0.8516769656910022,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Percentage,-,-,N,3.089984935741307,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,0.14705276717461532,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,0.5335248616944432,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Actual,-,-,N,2.4910825590416907,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Percentage,-,-,N,9.037942660432869,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Actual,-,-,N,0.6880501655804281,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Percentage,-,-,N,2.4815953440959806,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Actual,change from prior month,Actual,Y,0.0069659513561290964,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Percentage,change from prior month,Actual,Y,-0.03661996874260698,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Actual,Y,0.24380641076186294,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,0.0054775648340097405,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Actual,Y,0.22394851066685817,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,0.01985790009559807,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,0.047324844120902654,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,-0.007482307685975964,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,-0.03173953831943721,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,-0.09432480072323601,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,-0.41906081484535385,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Actual,Y,0.24380641076245624,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Actual,Y,0.8793382867635398,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Number,-,Actual,change from prior month,Percentage,Y,0.8654712131713217,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Actual,change from prior month,Percentage,Y,0.37564025310614213,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Percentage,change from prior month,Percentage,Y,-0.5196711803812302,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,-0.005512453134139179,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,-0.005512453134137158,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Percentage,Y,0.8191675619939536,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,2.3872859996763927,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,1.555377291444318,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-4.841818398008272,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-5.614989785073645,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,-3.648353531870982,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,-4.431221960960792,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,54.88122412938715,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,54.88122412938713,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-1.0440044541798557,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-5.1814530797281515,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,-690.32232775599,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-0.0728890270393805,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,2.5672399284431933,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-0.8895676844331284,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-3.8763156477786103,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-0.0950631748139747,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.4351227248663254,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,1.7022443181441127,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,5.881990797220613,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,-1.098356423677597,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,-4.678323972272193,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Number,-,Actual,change from prior year,Percentage,N,6.274838577364649,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-35.93335096693245,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-42.500221459363516,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,18.496076920556526,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,0.0734111759991018,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,10.270908806682916,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-51.088035467601436,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-55.64381842708248,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-39.26349253716413,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-44.92064305979952,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,215.79130294282103,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,186.37770955206153,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,-61.48412294727337,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Individuals,Proportion Priority,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-65.34045658276,2024-02-07 09:10:59.380658
